index,accuracy,macro,micro,positize_P,positize_R,positize_F,neutral_P,neutral_R,neutral_F,negative_P,negative_R,negative_F
0.1,0.7627118644067796,0.6712962962962963,0.7627118644067796,0.8333333333333334,0.5,0.625,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.7142857142857143,0.5555555555555556
0.2,0.7457627118644068,0.6175287356321838,0.7457627118644068,0.6,0.3,0.4,0.8,0.8571428571428571,0.8275862068965517,0.5555555555555556,0.7142857142857143,0.625
1.1,0.7288135593220338,0.6752791068580541,0.7288135593220338,0.5833333333333334,0.7,0.6363636363636364,0.8823529411764706,0.7142857142857143,0.7894736842105263,0.46153846153846156,0.8571428571428571,0.6
1.2,0.6440677966101694,0.611934766493699,0.6440677966101694,0.3888888888888889,0.7,0.5,0.8620689655172413,0.5952380952380952,0.704225352112676,0.5,0.8571428571428571,0.631578947368421
1.3,0.7796610169491526,0.7322707322707322,0.7796610169491526,0.5625,0.9,0.6923076923076923,0.96875,0.7380952380952381,0.8378378378378378,0.5454545454545454,0.8571428571428571,0.6666666666666666
1.4,0.7457627118644068,0.5942212825933756,0.7457627118644068,0.5,0.6,0.5454545454545454,0.8181818181818182,0.8571428571428571,0.8372093023255814,0.6666666666666666,0.2857142857142857,0.4
1.5,0.7627118644067796,0.7346577346577347,0.7627118644067796,0.5,0.8,0.6153846153846154,0.9375,0.7142857142857143,0.8108108108108109,0.6363636363636364,1.0,0.7777777777777778
1.6,0.7627118644067796,0.7256335282651073,0.7627118644067796,0.5,0.7,0.5833333333333334,0.9117647058823529,0.7380952380952381,0.8157894736842105,0.6363636363636364,1.0,0.7777777777777778
1.7,0.711864406779661,0.6438497523390203,0.711864406779661,0.46153846153846156,0.6,0.5217391304347826,0.8378378378378378,0.7380952380952381,0.7848101265822784,0.5555555555555556,0.7142857142857143,0.625
2.1,0.7288135593220338,0.6845932690681549,0.7288135593220338,0.47058823529411764,0.8,0.5925925925925926,0.9354838709677419,0.6904761904761905,0.7945205479452054,0.5454545454545454,0.8571428571428571,0.6666666666666666
2.2,0.6949152542372882,0.6495995581331124,0.6949152542372882,0.45,0.9,0.6,0.9310344827586207,0.6428571428571429,0.7605633802816901,0.5,0.7142857142857143,0.5882352941176471
2.3,0.576271186440678,0.5787037037037036,0.576271186440678,0.3076923076923077,0.8,0.4444444444444444,0.9090909090909091,0.47619047619047616,0.625,0.5454545454545454,0.8571428571428571,0.6666666666666666
2.4,0.7288135593220338,0.599906629318394,0.7288135593220338,0.45454545454545453,0.5,0.47619047619047616,0.813953488372093,0.8333333333333334,0.8235294117647058,0.6,0.42857142857142855,0.5
2.5,0.7457627118644068,0.685391363022942,0.7457627118644068,0.5,0.8,0.6153846153846154,0.9117647058823529,0.7380952380952381,0.8157894736842105,0.5555555555555556,0.7142857142857143,0.625
2.6,0.6779661016949152,0.5449456975772765,0.6779661016949152,0.3333333333333333,0.3,0.3157894736842105,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.5,0.5714285714285714,0.5333333333333333
2.7,0.6610169491525424,0.5917678812415654,0.6610169491525424,0.4375,0.7,0.5384615384615384,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.4444444444444444,0.5714285714285714,0.5
3.1,0.7966101694915254,0.731364275668073,0.7966101694915254,0.5714285714285714,0.8,0.6666666666666666,0.918918918918919,0.8095238095238095,0.8607594936708861,0.625,0.7142857142857143,0.6666666666666666
3.2,0.7288135593220338,0.6359941722260563,0.7288135593220338,0.46153846153846156,0.6,0.5217391304347826,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.5714285714285714,0.5714285714285714,0.5714285714285714
3.3,0.7966101694915254,0.7534317534317534,0.7966101694915254,0.5833333333333334,0.7,0.6363636363636364,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.6363636363636364,1.0,0.7777777777777778
3.4,0.7457627118644068,0.4973684210526315,0.7457627118644068,0.6,0.3,0.4,0.7547169811320755,0.9523809523809523,0.8421052631578947,1.0,0.14285714285714285,0.25
3.5,0.7457627118644068,0.6467948717948718,0.7457627118644068,0.5,0.8,0.6153846153846154,0.868421052631579,0.7857142857142857,0.825,0.6,0.42857142857142855,0.5
3.6,0.7288135593220338,0.47720797720797714,0.7288135593220338,0.3333333333333333,0.1,0.15384615384615385,0.7407407407407407,0.9523809523809523,0.8333333333333334,1.0,0.2857142857142857,0.4444444444444444
3.7,0.7457627118644068,0.6404245908889871,0.7457627118644068,0.5555555555555556,0.5,0.5263157894736842,0.813953488372093,0.8333333333333334,0.8235294117647058,0.5714285714285714,0.5714285714285714,0.5714285714285714
